Timestamp,Latitude,Longitude,AmbientTemp_C,Humidity_Pct,CenterIRTemp_C
14:08:30,34.083701,-117.311601,26.83,45.73,29.53
14:08:35,34.083701,-117.311402,26.66,45.03,28.70
14:08:40,34.083701,-117.311201,26.56,44.74,28.89
14:08:45,34.083699,-117.311000,26.78,45.59,28.27
14:08:50,34.083702,-117.310801,26.66,44.71,28.47
14:08:55,34.083699,-117.310602,26.88,45.56,28.06
14:09:00,34.083700,-117.310400,26.90,45.79,28.22
14:09:05,34.083699,-117.310201,26.61,45.39,28.48
14:09:10,34.083699,-117.309999,26.71,44.63,28.38
14:09:15,34.083699,-117.309801,26.86,45.75,28.06
14:09:20,34.083699,-117.309599,26.59,44.54,28.06
14:09:25,34.083702,-117.309398,26.87,45.80,28.18
14:09:30,34.083701,-117.309200,26.71,45.84,28.66
14:09:35,34.083700,-117.309000,26.70,45.59,28.83
14:09:40,34.083700,-117.308799,26.83,44.47,28.08
14:09:45,34.083702,-117.308598,26.75,45.54,28.53
14:09:50,34.083700,-117.308398,26.88,44.01,28.42
14:09:55,34.083699,-117.308201,26.53,44.39,28.97
14:10:00,34.083902,-117.316000,26.59,45.94,28.63
14:10:05,34.083899,-117.315799,26.74,44.92,28.74
14:10:10,34.083900,-117.315602,26.58,44.63,28.60
14:10:15,34.083900,-117.315400,26.71,45.14,28.85
14:10:20,34.083901,-117.315201,26.82,45.94,28.55
14:10:25,34.083901,-117.315002,26.52,45.52,28.44
14:10:30,34.083902,-117.314799,26.63,44.00,28.04
14:10:35,34.083901,-117.314601,26.62,44.46,28.82
14:10:40,34.083902,-117.314400,26.83,45.84,28.80
14:10:45,34.083902,-117.314202,26.79,45.18,28.61
14:10:50,34.083899,-117.314002,26.63,44.87,28.84
14:10:55,34.083900,-117.313801,26.85,45.97,28.69
14:11:00,34.083901,-117.313600,26.70,45.62,28.95
14:11:05,34.083900,-117.313399,26.88,44.59,28.22
14:11:10,34.083900,-117.313202,26.53,44.65,28.13
14:11:15,34.083901,-117.313001,26.72,45.78,29.00
14:11:20,34.083902,-117.312800,26.56,45.39,28.65
14:11:25,34.083898,-117.312599,26.87,44.75,29.44
14:11:30,34.083900,-117.312401,26.54,45.80,31.39
14:11:35,34.083902,-117.312198,26.67,45.55,32.22
14:11:40,34.083901,-117.312001,26.66,44.74,33.29
14:11:45,34.083899,-117.311802,26.53,45.11,32.59
14:11:50,34.083902,-117.311601,26.61,44.13,31.26
14:11:55,34.083899,-117.311399,26.52,44.21,29.72
14:12:00,34.083901,-117.311202,26.62,44.11,28.41
14:12:05,34.083899,-117.311000,26.51,45.05,28.07
14:12:10,34.083899,-117.310799,26.70,44.59,28.83
14:12:15,34.083900,-117.310600,26.64,45.77,28.51
14:12:20,34.083900,-117.310402,26.70,45.93,28.43
14:12:25,34.083901,-117.310201,26.52,45.42,28.16
14:12:30,34.083902,-117.310001,26.71,44.68,28.18
14:12:35,34.083901,-117.309798,26.61,45.15,28.12
14:12:40,34.083899,-117.309601,26.87,44.67,28.58
14:12:45,34.083902,-117.309399,26.84,44.25,28.93
14:12:50,34.083899,-117.309201,26.76,45.99,28.22
14:12:55,34.083900,-117.309001,26.84,45.52,28.66
14:13:00,34.083898,-117.308801,26.54,45.38,28.85
14:13:05,34.083900,-117.308599,26.75,45.10,28.15
14:13:10,34.083901,-117.308398,26.65,45.25,28.36
14:13:15,34.083901,-117.308198,26.53,45.19,28.91
14:13:20,34.084099,-117.315999,26.62,45.94,28.38
14:13:25,34.084100,-117.315799,26.66,44.84,28.53
14:13:30,34.084099,-117.315600,26.62,44.58,28.81
14:13:35,34.084099,-117.315399,26.83,45.27,28.46
14:13:40,34.084101,-117.315202,26.87,45.57,28.88
14:13:45,34.084102,-117.315001,26.53,45.72,28.10
14:13:50,34.084098,-117.314802,26.60,44.10,28.13
14:13:55,34.084098,-117.314602,26.69,44.77,28.38
14:14:00,34.084099,-117.314399,26.64,44.55,28.37
14:14:05,34.084101,-117.314202,26.58,44.96,28.67
14:14:10,34.084101,-117.314000,26.77,44.76,28.44
14:14:15,34.084100,-117.313801,26.61,45.18,28.19
14:14:20,34.084102,-117.313598,26.66,45.80,28.95
14:14:25,34.084101,-117.313402,26.58,45.28,28.73
14:14:30,34.084102,-117.313201,26.50,45.67,28.24
14:14:35,34.084102,-117.313001,26.65,44.12,28.21
14:14:40,34.084099,-117.312798,26.85,45.75,28.33
14:14:45,34.084101,-117.312599,26.82,44.78,30.28
14:14:50,34.084099,-117.312400,26.87,45.21,32.22
14:14:55,34.084098,-117.312202,26.52,44.59,34.48
14:15:00,34.084100,-117.312001,26.78,44.66,35.21
14:15:05,34.084101,-117.311798,26.53,44.80,33.50
14:15:10,34.084100,-117.311601,26.68,44.55,32.30
14:15:15,34.084101,-117.311398,26.56,45.92,30.38
14:15:20,34.084100,-117.311202,26.80,45.40,28.54
14:15:25,34.084102,-117.310998,26.57,45.41,28.94
14:15:30,34.084102,-117.310799,26.78,44.86,28.90
14:15:35,34.084099,-117.310601,26.86,45.16,28.98
14:15:40,34.084100,-117.310401,26.62,44.58,28.35
14:15:45,34.084102,-117.310201,26.76,44.53,28.70
14:15:50,34.084100,-117.310001,26.56,45.86,28.52
14:15:55,34.084100,-117.309801,26.77,45.78,28.72
14:16:00,34.084100,-117.309599,26.79,44.41,28.28
14:16:05,34.084101,-117.309402,26.74,44.82,28.97
14:16:10,34.084099,-117.309201,26.88,44.77,28.71
14:16:15,34.084100,-117.308998,26.86,45.86,29.01
14:16:20,34.084100,-117.308800,26.89,45.27,29.00
14:16:25,34.084099,-117.308601,26.66,45.69,28.35
14:16:30,34.084100,-117.308401,26.62,45.21,28.90
14:16:35,34.084099,-117.308200,26.77,44.54,28.78
14:16:40,34.084299,-117.315999,26.56,45.13,28.51
14:16:45,34.084299,-117.315798,26.85,44.95,28.32
14:16:50,34.084301,-117.315602,26.63,45.95,28.24
14:16:55,34.084299,-117.315401,26.80,44.62,28.53
14:17:00,34.084300,-117.315199,26.65,45.83,28.16
14:17:05,34.084301,-117.315000,26.88,45.34,28.15
14:17:10,34.084302,-117.314800,26.70,44.64,28.39
14:17:15,34.084301,-117.314601,26.66,44.33,28.21
14:17:20,34.084301,-117.314402,26.64,45.63,28.66
14:17:25,34.084298,-117.314199,26.72,45.90,28.76
14:17:30,34.084300,-117.313999,26.61,44.70,28.87
14:17:35,34.084300,-117.313801,26.89,44.23,28.12
14:17:40,34.084301,-117.313600,26.66,45.27,28.87
14:17:45,34.084300,-117.313400,26.85,45.05,28.08
14:17:50,34.084300,-117.313200,26.55,45.82,28.40
14:17:55,34.084299,-117.312998,26.70,45.50,28.19
14:18:00,34.084301,-117.312799,26.64,45.20,28.81
14:18:05,34.084300,-117.312600,26.86,44.22,30.64
14:18:10,34.084300,-117.312400,26.79,44.30,32.68
14:18:15,34.084301,-117.312200,26.74,44.60,35.18
14:18:20,34.084301,-117.311999,26.65,44.26,35.67
14:18:25,34.084302,-117.311799,26.73,44.99,34.50
14:18:30,34.084302,-117.311600,26.90,45.00,32.58
14:18:35,34.084300,-117.311398,26.75,45.61,30.51
14:18:40,34.084301,-117.311198,26.76,44.71,28.31
14:18:45,34.084300,-117.311001,26.74,45.77,28.49
14:18:50,34.084300,-117.310799,26.66,44.18,28.74
14:18:55,34.084299,-117.310598,26.63,44.63,28.27
14:19:00,34.084302,-117.310401,26.68,45.14,28.20
14:19:05,34.084299,-117.310200,26.85,45.23,28.12
14:19:10,34.084300,-117.310001,26.56,45.99,28.31
14:19:15,34.084301,-117.309798,26.63,44.15,28.15
14:19:20,34.084300,-117.309600,26.84,45.99,29.02
14:19:25,34.084300,-117.309399,26.73,44.39,28.07
14:19:30,34.084301,-117.309200,26.67,44.24,28.06
14:19:35,34.084301,-117.308999,26.74,44.45,28.34
14:19:40,34.084300,-117.308799,26.90,44.13,28.82
14:19:45,34.084302,-117.308601,26.61,45.25,28.31
14:19:50,34.084300,-117.308399,26.56,44.48,28.05
14:19:55,34.084301,-117.308200,26.58,45.65,28.51
14:20:00,34.084501,-117.316000,26.56,44.87,28.27
14:20:05,34.084498,-117.315800,26.85,44.18,28.21
14:20:10,34.084501,-117.315599,26.64,45.47,28.70
14:20:15,34.084500,-117.315401,26.79,45.29,28.62
14:20:20,34.084500,-117.315199,26.55,45.68,28.28
14:20:25,34.084501,-117.315001,26.84,45.67,28.78
14:20:30,34.084502,-117.314800,26.81,45.17,28.37
14:20:35,34.084499,-117.314599,26.69,45.03,28.92
14:20:40,34.084498,-117.314400,26.72,45.95,28.21
14:20:45,34.084499,-117.314201,26.51,44.73,28.34
14:20:50,34.084499,-117.314002,26.74,44.05,28.55
14:20:55,34.084502,-117.313799,26.87,44.94,28.74
14:21:00,34.084501,-117.313600,26.55,45.83,28.92
14:21:05,34.084498,-117.313401,26.53,44.86,28.22
14:21:10,34.084499,-117.313201,26.62,44.13,28.99
14:21:15,34.084499,-117.313000,26.76,45.21,28.35
14:21:20,34.084501,-117.312798,26.59,44.53,28.95
14:21:25,34.084501,-117.312599,26.61,44.67,31.02
14:21:30,34.084500,-117.312401,26.86,45.91,32.23
14:21:35,34.084499,-117.312200,26.57,45.02,33.89
14:21:40,34.084498,-117.312001,26.64,45.78,34.88
14:21:45,34.084501,-117.311800,26.77,44.14,33.79
14:21:50,34.084499,-117.311600,26.87,44.51,32.47
14:21:55,34.084499,-117.311400,26.52,45.37,30.86
14:22:00,34.084499,-117.311199,26.89,44.15,28.73
14:22:05,34.084499,-117.311000,26.59,45.08,28.35
14:22:10,34.084499,-117.310801,26.89,44.53,28.63
14:22:15,34.084500,-117.310601,26.78,45.68,29.01
14:22:20,34.084499,-117.310401,26.69,44.72,28.48
14:22:25,34.084498,-117.310199,26.82,44.96,28.26
14:22:30,34.084501,-117.310001,26.64,45.72,29.00
14:22:35,34.084500,-117.309801,26.85,45.42,28.08
14:22:40,34.084499,-117.309601,26.86,45.11,28.24
14:22:45,34.084501,-117.309398,26.86,44.82,28.09
14:22:50,34.084501,-117.309201,26.78,44.53,28.21
14:22:55,34.084501,-117.309001,26.82,44.57,28.43
14:23:00,34.084502,-117.308800,26.51,44.30,28.52
14:23:05,34.084501,-117.308599,26.65,45.16,28.69
14:23:10,34.084500,-117.308398,26.73,45.06,28.52
14:23:15,34.084498,-117.308201,26.71,44.39,28.38
14:23:20,34.084701,-117.315999,26.64,45.72,28.76
14:23:25,34.084700,-117.315799,26.88,45.40,28.71
14:23:30,34.084700,-117.315601,26.63,45.42,28.97
14:23:35,34.084702,-117.315398,26.84,44.57,28.18
14:23:40,34.084700,-117.315199,26.88,44.04,28.08
14:23:45,34.084699,-117.314999,26.73,44.44,28.24
14:23:50,34.084700,-117.314802,26.80,44.09,28.31
14:23:55,34.084699,-117.314602,26.84,45.16,28.62
14:24:00,34.084701,-117.314399,26.71,44.87,28.94
14:24:05,34.084701,-117.314200,26.59,45.51,28.76
14:24:10,34.084699,-117.314002,26.84,45.55,28.58
14:24:15,34.084699,-117.313799,26.82,44.11,28.13
14:24:20,34.084701,-117.313598,26.87,45.71,28.40
14:24:25,34.084701,-117.313401,26.61,45.68,28.77
14:24:30,34.084700,-117.313202,26.65,44.12,28.47
14:24:35,34.084699,-117.313001,26.51,45.00,28.26
14:24:40,34.084701,-117.312798,26.75,45.61,28.47
14:24:45,34.084699,-117.312601,26.58,44.84,29.53
14:24:50,34.084700,-117.312401,26.75,44.76,30.68
14:24:55,34.084701,-117.312201,26.81,44.31,32.63
14:25:00,34.084699,-117.312001,26.80,44.23,32.64
14:25:05,34.084699,-117.311802,26.81,44.81,32.36
14:25:10,34.084702,-117.311598,26.68,45.36,31.22
14:25:15,34.084700,-117.311402,26.58,44.77,29.79
14:25:20,34.084701,-117.311202,26.62,44.24,28.38
14:25:25,34.084699,-117.311000,26.56,44.75,28.60
14:25:30,34.084699,-117.310799,26.56,44.76,28.74
14:25:35,34.084699,-117.310601,26.61,44.17,28.31
14:25:40,34.084699,-117.310398,26.86,44.52,28.85
14:25:45,34.084699,-117.310200,26.78,45.62,28.40
14:25:50,34.084698,-117.310002,26.62,44.36,29.03
14:25:55,34.084699,-117.309799,26.64,45.08,28.99
14:26:00,34.084699,-117.309601,26.77,45.99,28.89
14:26:05,34.084701,-117.309399,26.57,45.29,28.77
14:26:10,34.084701,-117.309200,26.52,44.18,28.04
14:26:15,34.084700,-117.308999,26.55,44.56,28.66
14:26:20,34.084700,-117.308801,26.70,46.00,28.72
14:26:25,34.084701,-117.308601,26.56,45.51,28.36
14:26:30,34.084702,-117.308400,26.85,44.82,28.91
14:26:35,34.084700,-117.308200,26.56,45.43,28.93
14:26:40,34.084900,-117.316000,26.69,45.70,28.80
14:26:45,34.084901,-117.315799,26.75,45.95,28.77
14:26:50,34.084900,-117.315602,26.74,44.40,28.87
14:26:55,34.084902,-117.315401,26.74,45.91,28.58
14:27:00,34.084900,-117.315200,26.52,44.84,28.79
14:27:05,34.084901,-117.315000,26.54,45.95,28.91
14:27:10,34.084901,-117.314801,26.86,45.43,29.01
14:27:15,34.084901,-117.314601,26.65,44.45,28.69
14:27:20,34.084899,-117.314402,26.61,44.85,28.47
14:27:25,34.084901,-117.314199,26.54,44.21,28.72
14:27:30,34.084901,-117.314000,26.75,44.49,28.47
14:27:35,34.084901,-117.313799,26.82,45.37,28.53
14:27:40,34.084899,-117.313602,26.63,44.67,28.85
14:27:45,34.084901,-117.313402,26.81,44.93,28.91
14:27:50,34.084902,-117.313198,26.60,44.76,28.70
14:27:55,34.084899,-117.312999,26.61,45.42,28.32
14:28:00,34.084899,-117.312798,26.69,45.34,28.86
14:28:05,34.084900,-117.312598,26.67,45.57,28.10
14:28:10,34.084899,-117.312400,26.54,45.97,30.24
14:28:15,34.084901,-117.312199,26.54,44.99,30.68
14:28:20,34.084901,-117.312000,26.70,44.15,30.40
14:28:25,34.084898,-117.311802,26.71,45.04,30.24
14:28:30,34.084899,-117.311599,26.87,44.43,30.38
14:28:35,34.084899,-117.311402,26.74,44.53,28.08
14:28:40,34.084898,-117.311200,26.55,44.05,28.29
14:28:45,34.084902,-117.311002,26.66,45.40,31.23
14:28:50,34.084900,-117.310802,26.83,44.54,31.26
14:28:55,34.084901,-117.310601,26.75,45.26,31.04
14:29:00,34.084902,-117.310401,26.62,45.08,31.99
14:29:05,34.084900,-117.310198,26.89,44.01,31.78
14:29:10,34.084901,-117.310000,26.78,45.02,30.90
14:29:15,34.084901,-117.309801,26.67,44.71,30.53
14:29:20,34.084901,-117.309600,26.86,45.79,28.98
14:29:25,34.084902,-117.309400,26.62,45.34,28.20
14:29:30,34.084899,-117.309201,26.57,44.86,28.45
14:29:35,34.084902,-117.309001,26.79,45.23,28.28
14:29:40,34.084899,-117.308802,26.66,45.69,28.74
14:29:45,34.084902,-117.308598,26.81,44.30,28.91
14:29:50,34.084901,-117.308398,26.87,44.24,28.54
14:29:55,34.084902,-117.308201,26.82,45.24,29.01
14:30:00,34.085098,-117.316000,26.57,45.17,28.93
14:30:05,34.085101,-117.315801,26.83,45.86,28.55
14:30:10,34.085099,-117.315599,26.69,45.78,28.58
14:30:15,34.085100,-117.315400,26.86,45.86,28.13
14:30:20,34.085101,-117.315199,26.69,45.13,28.87
14:30:25,34.085100,-117.315000,26.67,44.68,28.38
14:30:30,34.085102,-117.314799,26.89,44.08,28.96
14:30:35,34.085098,-117.314600,26.60,45.04,28.15
14:30:40,34.085101,-117.314400,26.53,44.77,28.49
14:30:45,34.085099,-117.314200,26.60,45.18,28.25
14:30:50,34.085099,-117.314001,26.69,44.22,28.19
14:30:55,34.085100,-117.313800,26.80,45.18,28.88
14:31:00,34.085099,-117.313601,26.84,44.37,28.61
14:31:05,34.085100,-117.313401,26.76,44.73,28.65
14:31:10,34.085102,-117.313199,26.82,45.12,29.04
14:31:15,34.085101,-117.313000,26.77,45.28,28.43
14:31:20,34.085102,-117.312802,26.79,44.32,28.81
14:31:25,34.085102,-117.312601,26.67,45.91,28.93
14:31:30,34.085100,-117.312401,26.60,44.01,28.46
14:31:35,34.085102,-117.312198,26.70,44.24,28.42
14:31:40,34.085098,-117.312000,26.78,44.68,28.71
14:31:45,34.085101,-117.311801,26.66,45.69,28.78
14:31:50,34.085101,-117.311599,26.55,45.52,28.87
14:31:55,34.085099,-117.311400,26.55,44.81,31.07
14:32:00,34.085102,-117.311199,26.86,44.46,31.25
14:32:05,34.085098,-117.311002,26.57,44.18,32.13
14:32:10,34.085099,-117.310799,26.62,45.29,32.97
14:32:15,34.085100,-117.310598,26.56,45.38,33.27
14:32:20,34.085098,-117.310400,26.88,45.72,32.98
14:32:25,34.085099,-117.310201,26.76,45.73,33.25
14:32:30,34.085101,-117.310002,26.84,44.20,32.48
14:32:35,34.085098,-117.309799,26.66,45.03,32.33
14:32:40,34.085102,-117.309600,26.67,45.36,31.07
14:32:45,34.085100,-117.309400,26.79,44.83,30.57
14:32:50,34.085100,-117.309201,26.62,44.31,28.68
14:32:55,34.085098,-117.308998,26.76,45.51,28.88
14:33:00,34.085100,-117.308799,26.65,45.89,28.29
14:33:05,34.085102,-117.308602,26.74,45.77,28.94
14:33:10,34.085098,-117.308401,26.58,45.47,28.16
14:33:15,34.085099,-117.308198,26.75,44.57,28.04
14:33:20,34.085302,-117.316000,26.86,44.82,28.80
14:33:25,34.085299,-117.315798,26.80,44.25,28.47
14:33:30,34.085299,-117.315600,26.57,44.73,28.97
14:33:35,34.085300,-117.315402,26.61,44.00,28.39
14:33:40,34.085301,-117.315199,26.81,44.96,28.43
14:33:45,34.085300,-117.314999,26.75,44.44,28.86
14:33:50,34.085301,-117.314802,26.65,45.85,28.13
14:33:55,34.085301,-117.314599,26.84,44.60,28.60
14:34:00,34.085301,-117.314399,26.85,45.94,28.89
14:34:05,34.085300,-117.314201,26.79,45.47,28.77
14:34:10,34.085298,-117.314001,26.73,44.36,28.15
14:34:15,34.085300,-117.313800,26.74,45.91,28.44
14:34:20,34.085300,-117.313601,26.72,44.92,28.67
14:34:25,34.085301,-117.313399,26.85,44.44,28.58
14:34:30,34.085302,-117.313200,26.78,44.73,28.31
14:34:35,34.085300,-117.313001,26.81,44.64,28.22
14:34:40,34.085302,-117.312800,26.54,45.60,28.60
14:34:45,34.085302,-117.312601,26.75,45.89,28.10
14:34:50,34.085299,-117.312398,26.86,44.83,28.48
14:34:55,34.085299,-117.312200,26.50,45.04,28.14
14:35:00,34.085298,-117.312000,26.67,45.22,28.29
14:35:05,34.085300,-117.311802,26.67,45.70,28.23
14:35:10,34.085300,-117.311600,26.80,45.68,30.94
14:35:15,34.085299,-117.311401,26.54,45.21,31.51
14:35:20,34.085302,-117.311199,26.73,45.76,32.54
14:35:25,34.085302,-117.311001,26.81,45.79,33.43
14:35:30,34.085301,-117.310800,26.64,44.90,34.52
14:35:35,34.085299,-117.310599,26.89,45.65,34.71
14:35:40,34.085300,-117.310401,26.78,45.53,34.86
14:35:45,34.085302,-117.310200,26.77,44.73,35.07
14:35:50,34.085300,-117.310001,26.89,45.62,34.28
14:35:55,34.085298,-117.309800,26.50,44.05,33.43
14:36:00,34.085298,-117.309599,26.56,45.60,32.73
14:36:05,34.085299,-117.309401,26.68,44.64,31.90
14:36:10,34.085299,-117.309202,26.79,44.32,30.72
14:36:15,34.085299,-117.308999,26.62,45.43,28.60
14:36:20,34.085301,-117.308799,26.70,44.19,28.42
14:36:25,34.085302,-117.308600,26.57,45.98,28.46
14:36:30,34.085301,-117.308399,26.79,44.46,28.90
14:36:35,34.085299,-117.308200,26.83,45.43,28.24
14:36:40,34.085499,-117.316001,26.51,45.53,28.12
14:36:45,34.085498,-117.315798,26.55,44.07,28.64
14:36:50,34.085498,-117.315600,26.86,44.75,28.56
14:36:55,34.085501,-117.315398,26.72,45.02,29.00
14:37:00,34.085500,-117.315201,26.72,45.60,28.50
14:37:05,34.085498,-117.314999,26.85,44.60,29.03
14:37:10,34.085502,-117.314798,26.60,45.13,28.22
14:37:15,34.085501,-117.314602,26.72,44.78,28.14
14:37:20,34.085498,-117.314400,26.56,44.06,28.35
14:37:25,34.085500,-117.314202,26.65,45.42,28.82
14:37:30,34.085501,-117.314000,26.52,44.92,28.23
14:37:35,34.085500,-117.313798,26.59,44.68,28.20
14:37:40,34.085499,-117.313599,26.52,44.59,28.24
14:37:45,34.085500,-117.313399,26.74,45.72,28.68
14:37:50,34.085498,-117.313202,26.61,45.07,28.42
14:37:55,34.085499,-117.313002,26.57,45.84,29.02
14:38:00,34.085498,-117.312801,26.73,44.56,29.02
14:38:05,34.085501,-117.312600,26.51,45.22,28.73
14:38:10,34.085502,-117.312399,26.81,44.10,29.01
14:38:15,34.085498,-117.312202,26.79,44.16,28.06
14:38:20,34.085501,-117.312000,26.86,45.57,28.74
14:38:25,34.085502,-117.311798,26.76,45.34,28.29
14:38:30,34.085498,-117.311602,26.71,45.98,30.86
14:38:35,34.085502,-117.311398,26.78,45.83,32.73
14:38:40,34.085500,-117.311199,26.78,44.54,33.91
14:38:45,34.085500,-117.311000,26.70,45.18,35.10
14:38:50,34.085499,-117.310799,26.69,45.30,35.94
14:38:55,34.085498,-117.310599,26.54,45.32,36.77
14:39:00,34.085498,-117.310401,26.89,45.38,37.24
14:39:05,34.085500,-117.310198,26.57,44.60,36.49
14:39:10,34.085501,-117.310001,26.87,45.56,36.49
14:39:15,34.085498,-117.309802,26.87,45.08,35.23
14:39:20,34.085500,-117.309601,26.77,44.96,34.16
14:39:25,34.085501,-117.309402,26.77,44.35,32.62
14:39:30,34.085501,-117.309202,26.65,44.92,31.00
14:39:35,34.085501,-117.309000,26.80,45.89,28.11
14:39:40,34.085500,-117.308801,26.52,44.77,28.74
14:39:45,34.085501,-117.308602,26.74,45.17,28.46
14:39:50,34.085501,-117.308398,26.74,45.97,28.87
